shipment_id,ship_date_key,delivery_date_key,product_id,facility_id,customer_id,quantity,carrier,status,shipping_cost,total_weight_kg,tracking_number,delay_reason,delivery_performance_score
3494,243,248,2,7,4,4117,CMA CGM,Delivered,8220.26,698.22,CMA8430789500,,42.17
3495,271,289,4,9,14,669,CMA CGM,Delayed,7109.06,151.58,CMA4050540305,Weather,19.9
3496,404,430,10,15,10,4252,DHL,Delivered,7537.96,86390.92,DHL3382815973,,37.85
3497,681,96,3,13,3,1456,CMA CGM,In Transit,5692.35,254.83,CMA5743983057,,35.02
3498,414,433,2,12,14,1150,DB Schenker,Delivered,3914.48,195.12,DB3899223752,,42.2
3499,613,589,14,7,9,2109,DB Schenker,In Transit,10793.71,130.32,DB4851604006,,27.87
3500,105,118,20,14,13,2075,DHL,Delivered,9226.07,391.0,DHL2602785575,,41.24
3501,494,134,22,1,4,686,DB Schenker,In Transit,3265.81,56480.0,DB5007407455,,28.83
3502,138,155,17,5,5,3339,FedEx,Delivered,4694.45,110145.0,FED8266321835,,41.66
3503,217,241,4,12,5,1359,CMA CGM,Delayed,9423.83,307.78,CMA1603125185,Customs Delay,25.71
3504,189,204,19,7,11,1674,DHL,Delayed,6205.58,31032.0,DHL5313984125,Customs Delay,9.1
3505,267,284,11,2,10,533,Maersk,Delivered,2961.76,15140.32,MAE7723457350,,42.27
3506,316,344,3,8,11,3886,UPS,Delayed,10016.92,680.34,UPS4702936364,Strikes,19.28
3507,15,31,2,4,11,3969,Maersk,Delivered,6996.47,673.2,MAE8857909879,,42.76
3508,598,138,17,8,5,1776,DHL,In Transit,9481.67,64015.0,DHL5626697670,,30.75
3509,19,32,16,9,9,3790,Maersk,Delayed,6728.57,97575.0,MAE6927107365,Security Check,23.14
3510,142,165,22,8,5,4610,DB Schenker,Delivered,6514.46,347520.0,DB1562250020,,36.89
3511,393,416,7,3,16,1691,Maersk,Delivered,7168.01,749.18,MAE1676562710,,38.65
3512,279,290,21,4,9,2544,DB Schenker,Delivered,8856.72,455.43,DB3369134970,,36.92
3513,470,499,10,14,13,5016,CMA CGM,Delivered,4246.87,101892.56,CMA6299271593,,42.77
3514,197,207,4,11,16,3825,Maersk,Delivered,5080.29,793.32,MAE1450350787,,41.75
3515,730,731,7,16,5,319,Maersk,Delivered,14152.92,141.0,MAE9135496139,,41.98
3516,556,562,16,5,6,1438,DHL,Delivered,7409.43,33875.0,DHL4802537957,,42.53
3517,688,155,20,3,13,4085,UPS,In Transit,3086.18,841.4,UPS1767271687,,18.27
3518,445,409,14,12,15,1762,DHL,In Transit,3211.5,108.9,DHL3532323661,,29.9
3519,422,450,8,14,14,1259,Maersk,Delayed,7018.98,726.32,MAE2601500371,,18.09
3520,572,598,5,3,16,1795,DB Schenker,In Transit,9454.75,406.78,DB5259357423,,28.02
3521,597,348,16,4,16,4360,DB Schenker,In Transit,7091.87,112250.0,DB2281327466,,20.13
3522,637,161,21,9,6,1557,DHL,In Transit,7927.46,304.57,DHL1230831307,,30.79
3523,599,189,15,3,4,1329,UPS,In Transit,6034.82,82.14,UPS4454416251,,20.63
3524,357,374,4,13,3,2716,CMA CGM,Delayed,14484.11,615.34,CMA5049648583,Carrier Delay,10.32
3525,504,521,14,7,13,1279,DB Schenker,Delivered,3408.8,72.36,DB3286302549,,37.57
3526,437,464,14,6,6,2467,FedEx,Delayed,3799.84,152.46,FED1546577650,Vehicle Breakdown,11.11
3527,593,518,17,11,15,3170,DB Schenker,In Transit,6497.55,114240.0,DB2878808064,,36.2
3528,453,486,2,11,6,4212,DB Schenker,In Transit,10521.3,780.84,DB1194782593,,26.95
3529,684,706,22,2,5,3759,DB Schenker,Delivered,7901.79,283360.0,DB2440448940,,42.72
3530,681,694,16,12,7,3202,UPS,Delivered,8850.49,75450.0,UPS4016636478,,39.32
3531,110,128,10,4,14,1378,Maersk,Delivered,7692.81,27984.88,MAE1077754982,,38.29
3532,460,488,10,12,13,1383,CMA CGM,Delayed,3488.26,30701.44,CMA2000319260,,27.45
3533,626,648,20,4,16,3247,UPS,Delivered,6730.58,612.0,UPS8615888478,,38.59
3534,153,162,1,10,7,5116,Maersk,Delivered,11724.55,1012.41,MAE2852286562,,38.42
3535,124,144,10,5,10,1998,UPS,Delivered,5939.02,40597.48,UPS9192843622,,37.99
3536,401,69,9,1,7,1542,DHL,In Transit,6345.7,25233.32,DHL4750692392,,18.84
3537,591,579,11,12,7,4328,FedEx,In Transit,8880.02,134423.12,FED9646097021,,20.47
3538,209,239,7,6,11,1076,DHL,Delivered,7407.76,476.58,DHL9480932049,,38.78
3539,599,631,11,3,1,4598,DHL,Delivered,5932.56,130683.28,DHL1268384864,,40.83
3540,500,512,10,5,15,119,FedEx,Delivered,8327.89,2414.72,FED4024440116,,36.89
3541,429,122,18,13,1,4681,UPS,In Transit,9385.4,216945.0,UPS6458876306,,19.89
3542,657,670,4,1,1,2785,UPS,Delayed,5277.26,630.96,UPS3552419110,Security Check,22.48
3543,305,321,1,12,15,966,DB Schenker,Delivered,4283.93,191.1,DB8873143288,,37.44
3544,91,106,3,11,8,4465,FedEx,Delivered,10314.48,715.19,FED3670792522,,38.7
3545,634,726,2,14,5,3888,Maersk,In Transit,10171.07,720.72,MAE7139011933,,35.04
3546,361,379,1,4,15,3775,Maersk,Delivered,8811.52,746.97,MAE6228903896,,37.49
3547,588,606,14,16,15,3992,DB Schenker,Delayed,8133.98,246.66,DB9436016265,Vehicle Breakdown,10.01
3548,484,126,12,15,7,289,DHL,In Transit,2858.95,15689.7,DHL7480434547,,23.41
3549,380,401,5,16,2,2791,DHL,Delivered,3848.27,578.6,DHL5839073826,,38.44
3550,39,61,22,5,13,1218,DB Schenker,Delivered,4901.63,91840.0,DB4708004545,,40.12
3551,674,730,13,16,11,525,UPS,In Transit,6625.41,37805.08,UPS3254529565,,34.39
3552,515,548,13,4,11,5093,DHL,Delivered,2608.27,335354.12,DHL6834298578,,37.38
3553,406,195,18,9,15,4638,UPS,In Transit,5571.05,214920.0,UPS7574819923,,31.99
3554,426,460,16,5,2,5194,Maersk,Delivered,3560.31,122350.0,MAE3738137957,,39.74
3555,617,623,20,4,11,2205,Maersk,Delayed,7291.6,454.2,MAE1991672339,,19.03
3556,540,546,15,3,10,4789,UPS,Delivered,7625.15,270.78,UPS4333436455,,40.51
3557,212,236,2,16,15,3371,FedEx,Delayed,9900.37,624.78,FED9756937964,Port Congestion,13.29
3558,489,511,9,4,10,1984,UPS,Delivered,2650.54,29698.41,UPS3468115786,,39.63
3559,495,477,10,3,12,432,UPS,In Transit,5923.51,9594.2,UPS5275736741,,18.23
3560,456,455,18,6,7,2449,UPS,In Transit,9003.37,113490.0,UPS1671173391,,30.69
3561,281,307,20,4,7,159,UPS,Delivered,3424.9,30.0,UPS7394487382,,38.47
3562,161,182,3,10,1,1091,CMA CGM,Delayed,6125.94,191.08,CMA2159905091,,27.76
3563,525,648,5,6,11,1073,Maersk,In Transit,5510.54,243.1,MAE2040763998,,26.37
3564,171,199,2,5,7,2441,DB Schenker,Delivered,3127.15,414.0,DB5057582036,,39.19
3565,694,709,3,12,8,1640,DHL,Delivered,7795.48,262.82,DHL1937083379,,39.44
3566,705,694,20,9,16,4070,Maersk,In Transit,8190.12,838.2,MAE8732279647,,33.54
3567,47,78,13,7,4,2846,UPS,Delayed,2982.05,204818.28,UPS8378059653,Strikes,18.45
3568,326,347,3,7,7,3331,UPS,Delivered,8310.86,533.63,UPS5114854067,,40.79
3569,271,280,4,11,8,682,DB Schenker,Delayed,7857.21,154.44,DB2556133054,Strikes,21.93
3570,695,628,1,15,12,1527,Maersk,In Transit,7442.58,330.12,MAE4621173625,,35.01
3571,503,510,18,1,10,3903,DB Schenker,Delivered,5876.26,165465.0,DB2746180262,,38.51
3572,284,296,20,16,5,4101,FedEx,Delivered,8918.84,772.8,FED5998771457,,39.96
3573,96,115,5,2,8,1909,FedEx,Delayed,6009.48,432.52,FED5397249576,Strikes,23.01
3574,647,498,22,1,12,1734,Maersk,In Transit,8424.79,142880.0,MAE2062769168,,36.38
3575,223,238,22,8,5,561,DHL,Delivered,4407.43,42320.0,DHL6800437155,,42.22
3576,149,164,3,13,4,2057,FedEx,Delivered,7049.06,329.46,FED3923988948,,38.88
3577,195,228,14,2,16,3025,UPS,Delivered,9907.78,171.0,UPS1052082755,,37.75
3578,573,134,9,2,14,3470,UPS,In Transit,6692.09,56774.97,UPS9112993101,,23.47
3579,681,702,17,7,10,2348,DB Schenker,Delivered,4985.25,77420.0,DB9742675005,,41.26
3580,334,356,2,2,6,2673,Maersk,Delivered,6612.05,453.42,MAE5101451175,,39.66
3581,456,475,13,16,1,2330,Maersk,Delayed,3719.22,167642.12,MAE7131114150,,23.4
3582,729,731,7,13,5,4914,DHL,Delivered,4536.74,2176.1,DHL9902082205,,41.89
3583,75,100,20,1,12,4405,DB Schenker,Delivered,3633.92,830.0,DB7889412450,,38.82
3584,651,445,7,1,4,3185,FedEx,In Transit,4889.03,1541.6,FED9011127375,,34.98
3585,220,247,18,9,14,841,FedEx,Delivered,3291.41,35640.0,FED2958743650,,39.11
3586,130,163,13,7,5,3327,DHL,Delivered,9666.99,219073.8,DHL5131176873,,38.6
3587,252,266,17,2,13,2903,CMA CGM,Delayed,5869.76,104650.0,CMA1140015046,,23.02
3588,525,532,1,16,6,620,DHL,Delivered,11560.68,122.64,DHL6629059384,,41.4
3589,617,627,9,6,16,4947,UPS,Delivered,4405.16,74063.29,UPS7307645386,,37.3
3590,586,592,12,11,4,2114,DHL,Delivered,6116.72,104878.8,DHL6415320665,,37.76
3591,695,718,4,11,2,868,DHL,Delayed,2749.72,196.68,DHL1221479175,Port Congestion,24.93
3592,222,254,20,3,14,3565,CMA CGM,Delayed,3227.83,734.2,CMA5090171457,,19.43
3593,308,327,21,8,16,4470,DHL,Delayed,6387.14,874.57,DHL7103267457,Documentation Issue,18.34
3594,19,48,14,11,9,4229,DHL,Delivered,7540.34,239.1,DHL8154522529,,40.22
3595,391,593,18,12,1,2307,UPS,In Transit,10080.26,106920.0,UPS1790648104,,23.48
3596,609,485,5,6,12,3646,DHL,In Transit,9088.59,826.1,DHL3947737628,,25.47
3597,156,184,4,8,14,1453,DHL,Delivered,5158.83,301.18,DHL8167731066,,37.97
3598,354,366,19,6,7,241,DHL,Delivered,9091.74,4104.0,DHL2937856799,,40.05
3599,546,437,3,6,11,4369,UPS,In Transit,5408.51,764.83,UPS7024414078,,21.97
3600,512,535,19,14,5,2441,Maersk,Delivered,5095.26,41418.0,MAE4844081596,,40.75
3601,413,553,6,14,6,356,DHL,In Transit,6067.14,245.89,DHL5041741948,,18.99
3602,438,444,14,11,3,2561,Maersk,Delivered,3540.02,144.78,MAE4935887058,,40.17
3603,111,136,15,12,10,526,DHL,Delivered,7140.73,29.76,DHL7337768592,,37.68
3604,378,635,20,10,10,2128,DB Schenker,In Transit,6896.77,438.2,DB6501835674,,20.76
3605,458,476,9,9,7,688,CMA CGM,Delivered,5965.26,10312.61,CMA6956472890,,37.9
3606,631,656,19,8,11,122,DHL,Delayed,10235.43,2268.0,DHL6746053888,Security Check,11.72
3607,613,447,21,12,10,374,FedEx,In Transit,9942.81,73.15,FED6411475376,,34.62
3608,308,319,18,16,3,2043,Maersk,Delayed,6984.28,94680.0,MAE5901737184,Documentation Issue,13.49
3609,666,281,15,5,1,3076,DHL,In Transit,3489.45,190.08,DHL8661695262,,35.71
3610,485,479,4,5,2,2870,UPS,In Transit,3382.16,650.32,UPS9364406605,,36.17
3611,583,604,9,1,1,504,Maersk,Delayed,10013.28,8246.91,MAE8441864176,Weather,18.4
3612,594,113,19,14,13,2526,UPS,In Transit,6139.99,46818.0,UPS2149206280,,19.01
3613,633,75,3,6,2,2722,DB Schenker,In Transit,9428.19,476.51,DB5747469497,,22.0
3614,90,124,12,10,5,4917,DHL,Delivered,9429.87,243927.45,DHL9865560881,,41.63
3615,459,43,11,4,10,4089,CMA CGM,In Transit,8215.85,127003.76,CMA8635067552,,29.7
3616,682,691,20,13,2,3106,FedEx,Delivered,7977.53,585.4,FED6215458137,,37.05
3617,340,352,6,6,2,2759,FedEx,Delivered,12003.59,1742.0,FED5423010740,,40.08
3618,698,28,7,2,11,3416,CMA CGM,In Transit,4501.04,1653.46,CMA8131475153,,34.83
3619,514,170,17,14,14,140,UPS,In Transit,5924.12,5040.0,UPS4806855351,,34.3
3620,593,613,10,15,2,5152,CMA CGM,Delivered,5460.85,104673.8,CMA9375916489,,37.62
3621,137,153,11,2,4,2766,DHL,Delivered,5637.85,78627.12,DHL3322041336,,40.82
3622,490,521,21,6,4,4813,UPS,Delivered,9299.0,861.84,UPS8534271617,,37.91
3623,400,421,20,9,2,3567,CMA CGM,Delayed,5327.58,734.6,CMA7860036181,,19.98
3624,255,265,18,14,11,334,FedEx,Delayed,5151.82,15480.0,FED2767716191,Customs Delay,23.59
3625,458,217,10,5,8,1572,UPS,In Transit,4866.74,34905.64,UPS8335381013,,28.44
3626,39,52,3,16,13,3816,UPS,Delivered,8000.83,611.32,UPS7400764439,,38.19
3627,137,150,22,5,4,2941,UPS,Delayed,4175.84,242320.0,UPS3740154553,Weather,8.6
3628,693,717,5,10,3,1476,DB Schenker,Delayed,9937.63,334.4,DB8767244463,Strikes,23.54
3629,36,49,12,3,5,1682,UPS,Delivered,5950.59,83450.25,UPS8847654679,,41.6
3630,192,210,16,10,11,4511,UPS,Delivered,6022.53,106250.0,UPS9144137028,,40.53
3631,684,226,16,4,15,1869,Maersk,In Transit,5718.75,48125.0,MAE2527017726,,33.81
3632,509,519,12,14,10,376,FedEx,Delivered,8851.85,18638.1,FED9851964115,,37.47
3633,628,661,8,9,12,4710,CMA CGM,Delivered,5556.91,2485.28,CMA3463999918,,39.44
3634,4,38,17,14,14,2957,CMA CGM,Delayed,7029.63,106575.0,CMA4509955860,Customs Delay,14.62
3635,9,42,12,2,10,118,CMA CGM,Delivered,8444.78,5844.15,CMA3440855529,,37.1
3636,388,398,19,2,11,4364,FedEx,Delayed,7514.04,80892.0,FED1577631518,Documentation Issue,16.94
3637,493,47,15,3,11,252,UPS,In Transit,8055.29,15.54,UPS8890225997,,35.64
3638,81,103,17,16,8,1883,DHL,Delayed,6079.39,67865.0,DHL4878587505,Carrier Delay,9.27
3639,627,660,22,8,3,4179,DB Schenker,Delivered,9398.09,315040.0,DB4092100091,,38.37
3640,635,696,10,11,12,1866,DHL,In Transit,3590.39,41438.32,DHL9825083046,,19.85
3641,245,252,16,8,13,4286,DHL,Delivered,7586.44,100975.0,DHL7950724524,,38.02
3642,721,531,15,1,4,1504,DB Schenker,In Transit,4166.08,92.94,DB1639754139,,28.87
3643,398,213,11,12,5,450,DB Schenker,In Transit,7238.32,13964.08,DB6292795765,,30.78
3644,413,428,22,11,16,1631,UPS,Delivered,4671.5,122960.0,UPS5334936033,,39.49
3645,312,322,2,15,9,4506,FedEx,Delivered,5065.44,764.28,FED4374716353,,41.39
3646,290,324,14,5,16,416,Maersk,Delayed,6964.31,25.68,MAE4280399119,Carrier Delay,11.24
3647,610,630,7,10,12,1740,DB Schenker,Delivered,8098.81,770.8,DB2138263536,,39.63
3648,439,407,4,6,10,2879,UPS,In Transit,3036.46,652.3,UPS8996308660,,22.71
3649,108,116,16,1,9,544,Maersk,Delayed,4005.44,14000.0,MAE7099568079,,24.86
3650,381,135,13,3,8,2985,FedEx,In Transit,10578.64,214811.12,FED9176778357,,36.49
3651,719,731,6,12,6,2942,DHL,Delivered,9179.72,1857.24,DHL8108400955,,41.45
3652,620,651,22,14,10,1919,DHL,In Transit,5590.54,158080.0,DHL8322111167,,22.3
3653,650,658,12,1,1,520,DHL,Delayed,5231.54,28167.75,DHL7718439486,Weather,22.8
3654,530,227,12,4,2,3963,DHL,In Transit,5143.79,214864.65,DHL8712373684,,19.37
3655,684,303,16,11,10,3802,DB Schenker,In Transit,3539.25,97875.0,DB6379141263,,17.56
3656,462,474,21,12,7,880,Maersk,Delivered,5593.81,157.51,MAE2202658253,,37.81
3657,88,115,6,7,7,3720,CMA CGM,Delayed,4201.18,2566.77,CMA4297331902,,21.56
3658,561,577,14,11,13,3329,UPS,Delayed,8660.95,205.68,UPS3837535412,Vehicle Breakdown,17.35
3659,61,95,20,14,15,1257,UPS,Delivered,8459.48,237.0,UPS8671390616,,40.45
3660,601,633,2,16,6,694,DB Schenker,Delivered,5967.03,117.72,DB5976764581,,42.36
3661,280,299,12,9,8,1578,CMA CGM,Delivered,3055.24,78290.55,CMA4457185508,,39.78
3662,700,665,10,13,12,2877,DB Schenker,In Transit,8078.86,63882.28,DB8100359919,,23.63
3663,500,533,12,16,3,4905,UPS,Delivered,6342.34,243348.3,UPS5063042401,,36.81
3664,469,525,9,9,11,1493,Maersk,In Transit,6809.75,24422.93,MAE4066647933,,26.13
3665,491,499,15,2,6,4909,UPS,Delivered,6440.5,277.56,UPS2083633726,,40.04
3666,59,64,18,11,12,3929,FedEx,Delivered,4274.02,166590.0,FED8052771509,,39.31
3667,312,335,8,11,1,1378,FedEx,Delayed,9932.28,794.64,FED4038004714,Vehicle Breakdown,23.0
3668,375,616,9,1,2,3178,DHL,In Transit,2614.0,52007.97,DHL7561680811,,27.48
3669,542,562,6,10,1,887,DHL,Delivered,7541.26,560.12,DHL4976781129,,36.65
3670,213,239,10,14,7,3199,DB Schenker,Delivered,10064.55,65003.4,DB9231273653,,39.38
3671,478,501,8,5,11,3692,DB Schenker,Delayed,9174.37,2129.12,DB9812077818,Documentation Issue,12.66
3672,257,268,4,11,13,250,DB Schenker,Delivered,4410.53,51.92,DB5809715598,,36.81
3673,164,181,22,7,8,3332,DB Schenker,Delivered,11110.81,251200.0,DB7395243388,,41.16
3674,242,268,8,1,5,2373,UPS,Delivered,7875.15,1251.6,UPS8023479970,,37.21
3675,263,290,20,13,9,3648,UPS,Delivered,10960.23,687.6,UPS9011553196,,40.41
3676,25,36,18,9,4,2848,CMA CGM,Delivered,8624.27,120735.0,CMA3345811229,,38.3
3677,672,577,7,12,16,2263,FedEx,In Transit,2439.96,1095.1,FED6562155842,,27.62
3678,506,509,15,7,11,4775,UPS,In Transit,7711.31,295.02,UPS1727870031,,22.06
3679,522,576,5,15,14,3943,FedEx,In Transit,3569.92,893.42,FED6260561519,,27.49
3680,372,382,8,16,13,4222,CMA CGM,Delivered,7471.36,2228.24,CMA3055583216,,39.02
3681,539,429,12,7,11,1501,CMA CGM,In Transit,9517.98,81396.9,CMA2245008405,,33.82
3682,300,315,12,3,16,4831,FedEx,Delivered,6435.09,239715.45,FED1491674934,,37.3
3683,38,60,12,7,16,256,FedEx,Delayed,5705.56,13899.6,FED1248056177,Weather,21.86
3684,121,135,22,3,13,4001,Maersk,Delivered,6378.22,301600.0,MAE6006740370,,38.01
3685,330,342,17,9,14,5002,CMA CGM,Delivered,9050.62,164955.0,CMA1913274379,,40.85
3686,318,323,21,3,8,1853,UPS,Delayed,4737.89,362.52,UPS8291083310,Documentation Issue,18.3
3687,470,229,4,1,2,1531,FedEx,In Transit,8047.88,346.94,FED8056802397,,29.14
3688,429,443,9,2,7,341,FedEx,Delayed,4347.23,5577.39,FED2424625368,Security Check,15.24
3689,645,706,7,12,3,431,FedEx,In Transit,5779.98,208.68,FED3696341309,,18.02
3690,117,135,10,8,12,2191,FedEx,Delivered,7356.85,44521.4,FED6566072908,,36.62
3691,348,376,9,3,9,4061,FedEx,Delivered,11682.87,60811.03,FED1163060558,,41.81
3692,471,104,11,6,9,918,FedEx,In Transit,8347.67,28501.2,FED6804306892,,31.39
3693,611,642,8,16,14,4749,CMA CGM,Delayed,6905.23,2738.96,CMA2165429375,,27.16
3694,58,87,4,14,14,3312,Maersk,Delayed,4227.06,750.42,MAE7651928878,,20.19
3695,572,397,4,7,10,3171,FedEx,In Transit,5413.88,718.3,FED9085373053,,29.46
3696,7,22,20,15,5,2604,DB Schenker,Delayed,7390.56,536.4,DB9370904094,Security Check,9.1
3697,420,132,5,8,2,1127,CMA CGM,In Transit,4767.08,255.42,CMA1410016167,,36.08
3698,507,364,20,11,12,2694,DHL,In Transit,9003.9,554.8,DHL9394253016,,25.78
3699,348,363,14,12,5,620,Maersk,Delivered,5315.83,35.04,MAE7670072574,,42.5
3700,184,207,14,13,15,4084,CMA CGM,Delayed,5772.54,252.36,CMA4682751060,Customs Delay,13.15
3701,458,481,1,10,13,4855,UPS,Delivered,7268.1,960.75,UPS4864966597,,40.43
3702,625,450,18,8,16,937,FedEx,In Transit,7629.17,43425.0,FED6654554902,,25.91
3703,506,531,10,10,12,1304,Maersk,Delivered,3373.14,26475.68,MAE2434061638,,38.53
3704,487,494,11,7,11,4637,DB Schenker,Delayed,2620.28,144014.0,DB4575906209,Security Check,23.15
3705,321,336,6,5,4,1911,Maersk,Delivered,3937.86,1206.0,MAE5707278131,,42.59
3706,622,699,9,9,10,871,DHL,In Transit,8072.64,14253.33,DHL6403988557,,35.25
3707,341,368,8,10,12,4442,DB Schenker,Delivered,15982.75,2343.6,DB6462432937,,41.25
3708,562,582,15,4,2,5146,UPS,Delivered,9609.7,290.94,UPS3565491780,,38.28
3709,293,316,12,15,16,5016,UPS,Delivered,3511.02,248823.9,UPS4379162288,,38.3
3710,305,335,22,14,14,1755,DHL,Delayed,7945.98,144560.0,DHL3952564198,Security Check,25.13
3711,77,85,2,8,6,5213,DB Schenker,Delivered,6783.64,884.16,DB9788010067,,36.56
3712,674,349,15,3,13,1448,FedEx,In Transit,6018.11,89.46,FED1044161071,,26.39
3713,379,731,15,2,11,1231,FedEx,In Transit,13793.71,76.08,FED4473157711,,26.27
3714,520,542,19,13,15,1378,UPS,Delayed,5199.99,25542.0,UPS4706646656,Vehicle Breakdown,19.28
3715,428,454,8,8,1,1454,CMA CGM,Delivered,3194.02,767.2,CMA1706745417,,42.87
3716,186,218,16,12,1,4212,FedEx,Delivered,10339.07,99225.0,FED3020817010,,38.5
3717,558,616,22,10,3,4324,DHL,In Transit,3140.96,356240.0,DHL5952921447,,29.41
3718,671,704,12,4,6,1080,UPS,Delivered,8520.59,53597.7,UPS1788116392,,37.0
3719,636,647,11,14,1,4578,UPS,Delivered,4184.54,130110.24,UPS8636663089,,39.34
3720,682,728,15,4,7,2281,UPS,In Transit,7275.23,140.94,UPS1360717828,,20.53
3721,135,158,5,13,3,4651,CMA CGM,Delivered,2551.77,964.26,CMA9054801175,,38.7
3722,658,676,16,9,12,1102,FedEx,Delivered,7907.4,25975.0,FED5041662365,,41.87
3723,146,180,9,15,9,2334,FedEx,Delivered,9001.8,34942.11,FED5303818264,,42.51
3724,51,72,11,5,11,157,DB Schenker,Delivered,5128.09,4463.68,DB2711480371,,37.69
3725,684,474,20,16,8,3338,DHL,In Transit,7282.0,687.4,DHL9497508891,,29.76
3726,270,302,7,6,15,3500,Maersk,Delivered,6054.72,1550.06,MAE9744611446,,42.47
3727,464,527,2,14,4,2527,FedEx,In Transit,2703.59,468.36,FED6032990406,,17.97
3728,686,710,4,3,8,3450,UPS,Delivered,9644.37,715.22,UPS9378432107,,37.09
3729,664,576,13,14,10,187,Maersk,In Transit,3169.86,13486.84,MAE8324163958,,27.51
3730,58,85,21,6,4,4232,DHL,Delivered,6319.82,757.72,DHL4756517001,,40.32
3731,364,388,10,8,15,2948,Maersk,Delayed,9783.8,65456.16,MAE4652172441,Weather,11.17
3732,436,459,20,2,7,4861,CMA CGM,Delivered,3154.06,916.2,CMA3349858952,,42.72
3733,541,10,6,13,6,488,FedEx,In Transit,6290.49,337.01,FED1800733855,,30.55
3734,519,599,18,16,13,2343,FedEx,In Transit,11885.21,108585.0,FED3851765976,,23.63
3735,511,526,3,12,16,889,FedEx,Delivered,8120.58,142.29,FED2965146394,,38.08
3736,173,195,22,13,8,224,CMA CGM,Delayed,5151.32,18480.0,CMA1873483072,Customs Delay,16.67
3737,36,43,20,4,7,2322,CMA CGM,Delayed,7118.2,478.2,CMA1412884834,Vehicle Breakdown,19.95
3738,636,663,19,5,14,2760,CMA CGM,Delivered,9771.3,46818.0,CMA5961437082,,41.33
3739,251,261,18,4,14,2837,FedEx,Delivered,3632.12,120330.0,FED5590286590,,41.35
3740,644,327,3,2,11,1447,DHL,In Transit,5164.51,253.3,DHL5826495750,,31.96
3741,69,93,19,10,11,5135,CMA CGM,Delivered,8783.25,87102.0,CMA7544541575,,42.32
3742,692,700,15,13,7,1331,Maersk,Delayed,8851.87,82.26,MAE5921137259,,27.7
3743,607,637,7,11,3,980,UPS,Delivered,5566.31,433.81,UPS3095861376,,41.37
3744,520,544,5,10,8,2576,FedEx,Delivered,10387.25,533.94,FED7853018358,,36.85
3745,620,439,2,5,6,4732,DB Schenker,In Transit,8490.13,877.14,DB4421795191,,17.26
3746,377,407,18,6,7,2341,DHL,Delayed,7957.96,108495.0,DHL6086004302,Vehicle Breakdown,12.24
3747,432,709,22,8,9,2574,FedEx,In Transit,2992.74,212080.0,FED6218767783,,25.72
3748,270,294,7,3,6,491,CMA CGM,Delayed,6048.64,237.82,CMA4951752123,,22.47
3749,323,349,1,4,7,1380,Maersk,Delivered,8353.33,273.0,MAE5201397283,,39.08
3750,118,129,3,4,13,3223,FedEx,Delayed,9764.24,564.23,FED8374079769,Carrier Delay,23.77
3751,213,236,18,2,2,1683,DHL,Delivered,7849.39,71370.0,DHL5234763806,,42.26
3752,14,27,2,1,9,2897,Maersk,Delivered,4862.26,491.22,MAE4905406550,,42.35
3753,43,56,13,10,1,505,DB Schenker,Delayed,6642.66,36337.6,DB9928945438,Weather,13.98
3754,119,124,20,6,14,1254,CMA CGM,Delayed,2851.98,258.2,CMA3345864896,Port Congestion,20.45
3755,568,420,19,8,12,2614,UPS,In Transit,4373.31,48456.0,UPS8422454934,,28.67
3756,136,149,8,14,14,4132,DHL,Delayed,6632.32,2382.8,DHL7191323513,Documentation Issue,11.86
3757,698,305,13,10,1,226,DHL,In Transit,10058.74,16282.04,DHL2083470664,,27.74
3758,720,430,5,1,4,1306,CMA CGM,In Transit,17592.57,295.9,CMA5616302366,,29.43
3759,684,704,8,16,8,2502,FedEx,Delayed,8409.16,1443.12,FED4076912340,Vehicle Breakdown,15.97
3760,451,476,14,8,7,1411,FedEx,Delivered,3069.09,79.74,FED6659257883,,41.84
3761,406,502,17,14,7,3191,DHL,In Transit,7034.89,115010.0,DHL6278011366,,27.05
3762,132,143,8,15,2,2643,CMA CGM,Delivered,8407.13,1394.96,CMA1754271721,,41.22
3763,672,682,6,8,10,5001,DHL,Delivered,9252.38,3157.04,DHL4439333903,,39.91
3764,646,653,15,5,7,796,CMA CGM,Delayed,3652.42,49.2,CMA5073909085,,20.88
3765,637,647,12,7,4,962,UPS,Delivered,9633.47,47700.9,UPS3846100617,,39.66
3766,221,235,8,16,2,2883,FedEx,Delivered,3310.29,1520.96,FED6936198282,,38.42
3767,75,95,9,4,11,4984,DB Schenker,Delivered,4576.9,74619.44,DB2669174712,,40.33
3768,686,708,3,14,9,2490,CMA CGM,Delivered,10403.5,398.82,CMA3225166357,,39.29
3769,235,266,8,9,4,3908,DHL,Delivered,3130.08,2061.92,DHL8712470232,,37.55
3770,21,50,15,14,15,1677,Maersk,Delayed,5842.09,103.62,MAE4452162365,,18.67
3771,548,566,15,12,2,1989,FedEx,Delivered,7630.51,112.44,FED5685342252,,40.01
3772,59,85,11,11,13,400,Maersk,Delivered,7009.31,11370.32,MAE6129265826,,42.3
3773,504,529,13,1,6,1646,FedEx,Delivered,5053.26,108383.88,FED1363537956,,38.71
3774,15,21,19,6,6,2181,DB Schenker,Delivered,5351.67,36990.0,DB6966155884,,41.21
3775,532,564,20,7,9,2138,Maersk,Delivered,3438.64,403.0,MAE7010925617,,40.73
