procurement_id,order_date_key,product_id,supplier_id,order_quantity,unit_cost,total_cost,lead_time_days,delivery_date_key,quality_score,po_number
29072,459,4,8,379,280.5,106309.49,29.0,486,97.1,PO-2024-302750
29073,238,5,7,5267,144.23,759627.63,22.0,261,97.9,PO-2023-469365
29074,182,9,8,2864,539.04,1543802.9,29.0,203,94.1,PO-2023-126904
29075,385,15,8,1259,64.63,81370.58,31.0,428,98.0,PO-2024-506697
29076,623,12,13,3116,868.39,2705897.47,20.0,655,97.5,PO-2024-113565
29077,16,13,1,2224,113.03,251360.48,30.0,27,97.8,PO-2023-575351
29078,239,22,13,266,173.07,46036.68,18.0,249,98.2,PO-2023-476691
29079,695,14,2,2073,102.89,213293.35,28.0,715,93.1,PO-2024-322722
29080,268,17,12,4934,123.69,610277.27,20.0,279,95.2,PO-2023-480809
29081,366,14,3,297,120.84,35888.06,28.0,403,95.4,PO-2024-897249
29082,146,6,5,282,299.79,84541.55,32.0,167,97.8,PO-2023-720965
29083,308,5,5,4515,171.33,773505.94,31.0,329,99.1,PO-2023-585033
29084,624,20,5,402,127.52,51262.47,28.0,641,98.6,PO-2024-611405
29085,665,6,12,3069,229.9,705580.83,18.0,696,97.7,PO-2024-571069
29086,316,5,5,5372,171.33,920326.45,29.0,358,94.4,PO-2023-679031
29087,221,10,12,3054,308.03,940718.12,24.0,263,99.4,PO-2023-508396
29088,469,11,12,2617,88.18,230762.76,19.0,493,94.0,PO-2024-304801
29089,223,2,8,2291,122.59,280856.22,30.0,236,93.5,PO-2023-245793
29090,259,9,1,1394,108.29,150957.5,34.0,290,99.3,PO-2023-148033
29091,225,18,7,1796,129.8,233128.88,20.0,248,98.7,PO-2023-800331
29092,356,10,10,3033,289.06,876739.92,19.0,387,99.4,PO-2023-551465
29093,301,6,12,524,347.04,181849.71,17.0,341,96.8,PO-2023-253697
29094,126,10,5,2395,485.05,1161717.08,29.0,169,97.8,PO-2023-821729
29095,459,16,5,4315,365.23,1575979.95,30.0,492,95.8,PO-2024-282590
29096,479,17,5,1927,511.32,985319.58,29.0,505,98.4,PO-2024-745526
29097,97,15,3,3595,54.45,195785.8,29.0,107,98.2,PO-2023-201517
29098,453,11,7,3698,101.37,374875.65,22.0,477,96.1,PO-2024-961132
29099,721,12,12,854,981.12,837874.09,19.0,731,97.8,PO-2024-397241
29100,694,14,10,1641,102.89,168844.38,20.0,712,93.5,PO-2024-449610
29101,519,8,12,5745,39.74,228313.27,18.0,549,94.7,PO-2024-483113
29102,210,4,2,3623,337.75,1223660.01,26.0,250,98.3,PO-2023-602283
29103,491,6,4,5956,203.05,1209384.5,32.0,534,95.6,PO-2024-978162
29104,124,22,1,2945,272.53,802623.8,33.0,151,98.8,PO-2023-267279
29105,117,3,5,5514,165.76,913960.61,28.0,130,97.7,PO-2023-772903
29106,229,2,8,1253,122.59,153606.66,29.0,239,93.1,PO-2023-203723
29107,394,18,8,5786,252.91,1463344.42,28.0,438,98.5,PO-2024-517258
29108,423,2,3,5779,154.29,891615.79,29.0,461,97.1,PO-2024-371978
29109,491,11,3,2596,92.85,241032.76,28.0,506,97.8,PO-2024-330697
29110,175,14,1,4163,76.17,317083.47,29.0,208,94.2,PO-2023-184044
29111,691,10,9,4886,511.03,2496932.64,29.0,711,95.5,PO-2024-238777
29112,592,8,5,2229,46.93,104605.88,30.0,604,95.4,PO-2024-902666
29113,297,3,1,506,184.04,93122.99,30.0,332,98.9,PO-2023-851709
29114,28,19,7,5510,65.54,361116.39,20.0,50,94.4,PO-2023-655126
29115,583,9,10,650,653.72,424915.92,18.0,620,94.7,PO-2024-976629
29116,521,15,5,4993,41.55,207459.83,29.0,534,97.0,PO-2024-197672
29117,328,18,1,3100,154.19,477991.21,31.0,361,93.8,PO-2023-838513
29118,303,15,8,2361,60.47,142765.72,29.0,343,94.6,PO-2023-666223
29119,526,22,13,804,216.78,174296.03,20.0,558,96.8,PO-2024-695741
29120,300,11,6,4748,158.68,753448.7,21.0,333,93.6,PO-2023-812983
29121,677,21,10,1550,83.75,129809.46,18.0,717,96.4,PO-2024-714126
29122,416,5,11,2248,181.51,408037.27,33.0,436,93.2,PO-2024-929905
29123,591,8,12,5802,46.93,272285.01,21.0,610,98.3,PO-2024-161547
29124,88,7,4,2011,194.83,391826.99,31.0,130,97.8,PO-2023-898910
29125,506,16,13,1025,384.57,394187.76,19.0,545,98.3,PO-2024-627303
29126,48,16,13,2769,706.84,1957236.34,18.0,60,98.0,PO-2023-607948
29127,509,5,10,1798,153.83,276579.58,20.0,546,95.0,PO-2024-806337
29128,24,8,13,768,20.6,15817.84,18.0,42,96.7,PO-2023-987702
29129,152,16,11,4150,442.83,1837749.98,31.0,166,95.6,PO-2023-487237
29130,480,4,10,1249,280.5,350344.49,20.0,523,98.9,PO-2024-975380
29131,236,18,4,1644,129.8,213398.61,32.0,279,96.0,PO-2023-651316
29132,204,15,8,2131,40.46,86216.42,30.0,228,93.2,PO-2023-762052
29133,92,12,8,240,725.6,174142.93,28.0,106,94.2,PO-2023-309496
29134,12,2,9,2686,79.58,213756.24,28.0,44,94.5,PO-2023-872435
29135,107,7,12,3027,213.11,645091.2,20.0,131,96.3,PO-2023-568951
29136,632,18,10,1931,255.05,492504.57,22.0,656,97.4,PO-2024-114997
29137,653,1,11,5418,223.93,1213253.68,32.0,687,97.6,PO-2024-965236
29138,602,2,5,492,181.33,89215.04,28.0,643,93.6,PO-2024-792214
29139,95,11,9,4346,142.91,621136.49,30.0,135,93.5,PO-2023-385654
29140,224,10,13,3284,308.03,1011564.62,20.0,248,95.8,PO-2023-432137
29141,677,18,12,4754,215.35,1023792.2,21.0,694,99.2,PO-2024-305896
29142,435,17,4,1963,587.83,1153915.54,32.0,458,96.7,PO-2024-797781
29143,465,14,2,3300,62.82,207306.39,30.0,493,98.4,PO-2024-308943
29144,644,21,10,850,60.96,51816.0,19.0,654,93.7,PO-2024-832459
29145,327,18,10,2168,154.19,334285.46,20.0,366,93.1,PO-2023-994289
29146,660,15,11,766,40.06,30684.94,31.0,703,95.0,PO-2024-143489
29147,125,7,6,5245,204.4,1072110.68,18.0,161,93.4,PO-2023-933491
29148,691,12,11,2580,733.23,1891726.0,30.0,714,93.7,PO-2024-930804
29149,129,5,12,2866,227.12,650905.57,19.0,145,96.2,PO-2023-738309
29150,462,17,5,80,511.32,40905.85,32.0,486,96.0,PO-2024-779799
29151,373,12,7,4755,861.1,4094534.53,19.0,405,93.0,PO-2024-820368
29152,31,19,3,4398,65.54,288237.73,30.0,55,94.0,PO-2023-641211
29153,274,7,10,2611,236.61,617818.94,22.0,307,97.2,PO-2023-151902
29154,418,13,9,4517,219.12,989747.85,27.0,439,93.3,PO-2024-699245
29155,209,10,10,5033,375.69,1890865.34,22.0,239,94.8,PO-2023-450536
29156,712,17,3,5002,1120.62,5605323.96,28.0,731,99.3,PO-2024-804008
29157,511,20,4,3492,69.22,241714.37,31.0,548,97.6,PO-2024-518814
29158,609,6,9,1224,281.6,344676.87,29.0,629,98.5,PO-2024-287607
29159,676,8,6,3188,52.64,167808.21,21.0,707,93.4,PO-2024-791330
29160,14,19,8,5471,65.54,358560.39,30.0,25,94.0,PO-2023-825428
29161,554,14,10,1646,103.12,169731.96,22.0,593,96.2,PO-2024-545822
29162,315,15,3,1824,39.4,71871.49,28.0,336,96.1,PO-2023-969659
29163,127,8,2,4533,49.96,226475.96,30.0,148,97.6,PO-2023-210739
29164,233,18,7,189,129.8,24533.05,20.0,258,94.1,PO-2023-960830
29165,453,12,6,1948,514.66,1002551.13,22.0,466,99.3,PO-2024-496060
29166,527,8,13,2033,39.74,80793.88,22.0,549,98.9,PO-2024-952618
29167,50,2,12,1960,240.33,471030.55,20.0,65,97.5,PO-2023-822763
29168,173,7,4,3769,159.42,600852.61,31.0,203,96.2,PO-2023-618486
29169,198,12,13,2990,539.04,1611721.59,20.0,219,98.6,PO-2023-906158
29170,399,6,2,4345,239.6,1041052.42,30.0,410,98.9,PO-2024-869586
29171,79,4,11,3040,415.66,1263616.67,29.0,113,94.4,PO-2023-235899
29172,419,2,7,5671,154.29,874952.96,20.0,439,95.9,PO-2024-867468
29173,501,8,11,4648,33.84,157286.38,29.0,523,95.6,PO-2024-768544
29174,640,21,2,1711,60.96,104302.56,28.0,684,96.8,PO-2024-475848
29175,406,19,4,160,127.06,20329.55,32.0,431,95.9,PO-2024-807502
29176,438,5,6,3625,167.95,608817.86,18.0,467,99.1,PO-2024-399078
29177,513,14,7,2537,66.15,167814.15,18.0,535,97.4,PO-2024-994780
29178,88,11,9,1255,130.67,163988.98,28.0,118,99.4,PO-2023-453469
29179,266,7,6,1587,31.81,50475.77,19.0,277,97.7,PO-2023-115856
29180,459,5,12,687,146.09,100363.96,19.0,499,96.3,PO-2024-293880
29181,431,15,1,4555,38.63,175951.78,31.0,475,96.2,PO-2024-649439
29182,418,6,7,95,239.6,22761.79,22.0,459,94.4,PO-2024-734068
29183,113,13,1,2093,285.84,598269.06,27.0,154,97.1,PO-2023-390615
29184,444,10,2,1659,358.7,595084.72,28.0,474,99.4,PO-2024-314230
29185,725,4,3,5375,614.74,3304250.41,30.0,731,93.4,PO-2024-838815
29186,133,18,8,3658,204.4,747717.99,28.0,169,96.3,PO-2023-641254
29187,73,2,1,963,184.02,177205.74,30.0,90,94.8,PO-2023-430940
29188,641,20,7,4240,78.37,332303.0,19.0,677,95.5,PO-2024-666587
29189,218,22,4,4244,173.07,734510.04,31.0,246,96.0,PO-2023-406331
29190,188,18,13,5656,158.31,895452.08,20.0,205,97.7,PO-2023-519958
29191,424,2,6,2125,154.29,327856.65,22.0,436,93.7,PO-2024-471346
29192,653,21,6,438,60.96,26700.48,20.0,672,95.8,PO-2024-547633
29193,265,2,13,1859,30.04,55841.18,22.0,299,94.9,PO-2023-444180
29194,275,1,8,394,338.03,133180.39,30.0,301,95.2,PO-2023-232595
29195,410,9,5,5551,556.21,3087542.68,30.0,424,95.2,PO-2024-461309
29196,612,21,7,4613,99.19,457544.65,17.0,638,97.1,PO-2024-666580
29197,638,18,11,987,255.05,251735.9,30.0,665,94.9,PO-2024-408766
29198,400,17,13,5772,635.3,3666943.4,18.0,444,95.6,PO-2024-440587
29199,271,18,9,456,31.81,14503.44,28.0,283,96.7,PO-2023-450564
29200,657,12,3,5295,533.71,2826017.03,32.0,673,94.4,PO-2024-787177
29201,529,14,3,1159,77.68,90034.24,27.0,573,98.6,PO-2024-942752
29202,429,4,3,2729,322.47,880024.39,27.0,439,94.3,PO-2024-528569
29203,88,16,6,837,541.23,453006.32,21.0,110,95.6,PO-2023-246158
29204,659,13,6,233,210.26,48988.87,21.0,678,97.2,PO-2024-822187
29205,638,15,7,3311,65.18,215804.64,22.0,659,96.9,PO-2024-468476
29206,472,21,8,1916,51.13,97969.5,30.0,492,96.3,PO-2024-956523
29207,554,11,1,494,144.74,71502.95,32.0,592,93.2,PO-2024-928868
29208,254,14,5,3957,15.2,60130.86,33.0,276,94.1,PO-2023-474223
29209,696,21,1,652,83.75,54603.73,31.0,716,94.2,PO-2024-544648
29210,276,19,2,2556,184.04,470399.9,29.0,300,96.9,PO-2023-769110
29211,589,2,10,496,181.33,89940.36,18.0,629,94.1,PO-2024-615274
29212,698,15,11,5203,55.03,286338.7,28.0,729,98.1,PO-2024-286329
29213,177,21,1,5520,61.99,342218.06,30.0,214,93.6,PO-2023-417566
29214,290,16,4,4303,657.28,2828278.75,33.0,327,93.7,PO-2023-806879
29215,602,7,5,3864,192.0,741892.32,32.0,640,96.2,PO-2024-459888
29216,314,13,9,2195,206.82,453953.5,28.0,336,94.6,PO-2023-615388
29217,727,15,8,774,73.64,56996.67,29.0,731,95.6,PO-2024-707748
29218,399,19,7,2120,127.06,269366.6,19.0,415,95.7,PO-2024-374568
29219,531,8,13,587,39.74,23328.09,21.0,564,94.3,PO-2024-470622
29220,152,13,9,2851,213.83,609617.82,30.0,170,93.8,PO-2023-370605
29221,477,13,10,4555,176.36,803304.83,21.0,488,98.4,PO-2024-984199
29222,496,1,11,2005,197.78,396539.84,29.0,530,93.9,PO-2024-704775
29223,462,16,13,4228,365.23,1544204.69,20.0,489,96.7,PO-2024-976562
29224,506,21,8,5984,53.84,322178.36,32.0,535,94.4,PO-2024-436207
29225,644,16,10,2068,435.43,900471.5,18.0,673,96.9,PO-2024-890981
29226,229,2,8,3265,122.59,400259.96,31.0,261,99.1,PO-2023-568041
29227,192,2,1,3730,149.52,557713.28,30.0,236,97.2,PO-2023-328684
29228,540,9,12,3688,553.58,2041623.49,20.0,560,99.3,PO-2024-375328
29229,699,7,1,5939,215.35,1278986.51,31.0,719,93.3,PO-2024-628113
29230,42,14,3,4660,121.58,566545.89,29.0,71,95.3,PO-2023-598110
29231,629,10,2,2958,605.24,1790304.46,30.0,657,98.4,PO-2024-703628
29232,317,8,12,4824,37.69,181805.82,21.0,344,95.9,PO-2023-614246
29233,153,13,11,497,213.83,106271.5,30.0,186,98.1,PO-2023-281900
29234,552,1,10,2040,308.32,628967.63,24.0,588,98.0,PO-2024-424941
29235,27,21,2,1526,32.77,50005.77,32.0,47,93.9,PO-2023-444062
29236,538,11,4,3217,109.04,350783.0,32.0,570,95.7,PO-2024-367722
29237,541,8,6,2770,39.74,110083.16,21.0,585,98.0,PO-2024-201368
29238,503,15,8,4075,35.38,144173.01,29.0,539,98.9,PO-2024-380818
29239,100,4,12,1826,454.63,830173.67,21.0,111,96.2,PO-2023-884520
29240,454,19,5,775,117.57,91114.06,29.0,477,96.3,PO-2024-982623
29241,179,21,12,3980,61.99,246744.18,21.0,218,99.0,PO-2023-308603
29242,291,14,13,4620,113.05,522302.02,21.0,322,96.5,PO-2023-406064
29243,116,17,1,696,828.76,576819.53,35.0,129,96.4,PO-2023-929981
29244,637,6,11,1336,374.07,499759.92,31.0,678,95.3,PO-2024-677361
29245,697,22,4,2215,287.13,636002.73,31.0,720,94.9,PO-2024-435471
29246,447,13,12,4606,202.75,933843.82,21.0,482,96.5,PO-2024-952110
29247,505,7,5,2406,138.44,333102.87,33.0,549,94.7,PO-2024-949016
29248,267,8,4,459,7.77,3568.3,30.0,293,93.0,PO-2023-420458
29249,246,10,3,2610,75.48,196991.39,27.0,289,93.6,PO-2023-964137
29250,151,13,5,140,274.16,38383.17,32.0,195,97.2,PO-2023-112468
29251,500,9,7,5441,471.38,2564763.73,19.0,519,97.5,PO-2024-243045
29252,483,16,10,5482,365.23,2002206.74,21.0,505,96.6,PO-2024-114030
29253,636,10,13,3779,605.24,2287207.76,19.0,675,94.8,PO-2024-825176
29254,382,19,5,3796,196.71,746700.36,29.0,413,99.3,PO-2024-909757
29255,244,9,5,5263,108.29,569934.93,30.0,278,97.7,PO-2023-435542
29256,588,1,6,763,274.28,209275.31,18.0,622,98.9,PO-2024-639092
29257,218,6,7,1264,190.37,240637.77,17.0,242,94.2,PO-2023-114136
29258,127,18,13,544,204.4,111196.98,19.0,162,94.8,PO-2023-852606
29259,435,20,11,1403,75.57,106031.48,32.0,470,97.6,PO-2024-956521
29260,691,5,13,2389,239.28,571631.92,20.0,702,97.7,PO-2024-799283
29261,264,17,9,6006,123.69,742870.95,32.0,297,98.4,PO-2023-363588
29262,395,6,9,1854,370.93,687709.17,30.0,409,99.4,PO-2024-961448
29263,512,6,11,2913,203.05,591493.79,30.0,525,94.8,PO-2024-505046
29264,461,1,7,3477,187.83,653082.06,23.0,503,97.9,PO-2024-656199
29265,687,12,4,5678,733.23,4163263.66,32.0,708,95.1,PO-2024-190963
29266,196,10,12,1270,375.69,477130.74,21.0,229,95.7,PO-2023-875793
29267,136,20,4,5268,102.19,538375.61,31.0,172,99.0,PO-2023-854803
29268,506,4,12,5469,295.35,1615288.71,20.0,541,95.4,PO-2024-838706
29269,387,9,11,3952,861.1,3403070.56,31.0,409,94.7,PO-2024-197357
29270,405,18,10,3000,163.36,490091.43,21.0,433,95.3,PO-2024-773932
29271,418,15,3,3932,41.75,164150.78,28.0,440,99.1,PO-2024-638188
29272,590,9,2,665,653.72,434721.67,30.0,600,98.6,PO-2024-226059
29273,297,19,10,551,184.04,101404.67,19.0,317,96.6,PO-2023-442182
29274,80,8,4,2160,47.62,102867.53,30.0,108,96.4,PO-2023-451183
29275,131,12,8,795,695.95,553282.77,28.0,150,98.5,PO-2023-157901
29276,89,12,9,2837,663.38,1882034.16,26.0,102,95.0,PO-2023-806532
29277,649,6,1,3396,229.9,780760.02,31.0,661,94.4,PO-2024-498489
29278,696,7,12,4587,215.35,987828.11,21.0,725,99.3,PO-2024-533136
29279,290,11,4,2170,158.68,344352.08,30.0,309,96.4,PO-2023-175742
29280,408,13,5,3604,219.12,789694.77,30.0,442,96.6,PO-2024-524114
29281,171,20,2,4988,79.7,397570.12,29.0,208,97.1,PO-2023-123884
29282,456,12,6,4853,514.66,2497628.66,22.0,469,94.3,PO-2024-589924
29283,566,2,1,5887,203.84,1199973.52,30.0,602,93.5,PO-2024-675553
29284,8,16,7,454,234.06,106266.39,18.0,25,96.7,PO-2023-523006
29285,636,3,2,3449,198.38,684184.48,25.0,667,96.8,PO-2024-667251
29286,333,18,5,4316,154.19,665487.13,30.0,358,93.1,PO-2023-274409
29287,499,17,9,2200,538.4,1184479.26,29.0,510,95.5,PO-2024-297268
29288,294,11,13,189,158.68,29991.95,22.0,320,96.6,PO-2023-723401
29289,332,21,4,1514,59.96,90783.33,32.0,369,96.0,PO-2023-584289
29290,17,17,6,4766,327.69,1561779.23,22.0,45,94.3,PO-2023-477386
29291,276,2,12,6007,223.47,1342397.65,22.0,312,99.1,PO-2023-778854
29292,492,9,5,4279,471.38,2017023.34,32.0,521,97.6,PO-2024-949186
29293,185,13,8,5093,212.35,1081496.83,32.0,224,96.9,PO-2023-131182
29294,92,1,11,3114,304.44,948018.9,30.0,129,99.4,PO-2023-594356
29295,361,17,7,762,473.72,360972.94,20.0,392,94.6,PO-2023-539915
29296,236,8,10,5654,31.72,179385.7,21.0,272,95.6,PO-2023-860185
29297,255,12,3,2171,108.29,235099.51,29.0,293,98.9,PO-2023-568033
29298,23,1,1,5022,120.37,604519.03,34.0,33,96.8,PO-2023-728853
29299,643,6,3,2934,229.9,674543.55,30.0,655,93.6,PO-2024-399200
29300,647,7,13,1493,156.75,234036.03,21.0,683,98.3,PO-2024-934279
29301,457,15,13,490,33.6,16464.29,19.0,499,99.3,PO-2024-224970
29302,295,15,13,2786,60.47,168464.76,18.0,317,94.6,PO-2023-950752
29303,554,5,3,5320,239.81,1275756.35,27.0,584,95.6,PO-2024-851364
29304,138,4,11,207,436.06,90265.95,30.0,172,96.7,PO-2023-750071
29305,7,5,13,3807,93.63,356429.91,17.0,38,95.3,PO-2023-489882
29306,79,8,13,5172,47.62,246310.57,22.0,96,96.7,PO-2023-234601
29307,711,20,8,2358,144.07,339722.47,32.0,731,97.5,PO-2024-661015
29308,575,22,4,715,287.76,205753.43,30.0,612,97.3,PO-2024-135401
29309,306,20,4,5588,77.09,430784.53,33.0,334,98.4,PO-2023-667479
29310,297,7,13,856,236.61,202548.07,19.0,331,93.1,PO-2023-754977
29311,692,21,11,344,83.75,28809.32,30.0,712,94.0,PO-2024-463569
29312,63,8,1,2755,47.62,131203.72,32.0,104,95.2,PO-2023-232164
29313,181,9,13,3010,542.78,1633782.35,20.0,198,93.0,PO-2023-350907
29314,626,22,2,5353,340.06,1820362.36,29.0,639,93.2,PO-2024-675968
29315,550,7,9,831,215.82,179353.33,28.0,590,93.2,PO-2024-693149
29316,730,19,12,5113,224.13,1145942.48,19.0,731,98.7,PO-2024-384324
29317,625,6,1,2287,374.07,855502.2,30.0,638,93.6,PO-2024-698929
29318,459,14,7,3683,62.82,231366.49,21.0,492,94.4,PO-2024-169684
29319,555,13,7,3637,289.49,1052859.34,21.0,586,96.8,PO-2024-113169
29320,695,14,9,823,102.89,84679.42,27.0,729,93.3,PO-2024-140710
29321,526,1,13,1095,232.27,254332.97,22.0,553,95.0,PO-2024-517676
29322,62,22,8,2793,259.78,725580.86,29.0,73,98.0,PO-2023-468130
29323,578,10,3,3584,512.16,1835596.21,29.0,589,95.9,PO-2024-477469
29324,146,15,7,3788,52.24,197868.96,20.0,175,98.9,PO-2023-798841
29325,176,14,10,3378,76.17,257292.32,21.0,196,97.7,PO-2023-621567
29326,713,21,2,1541,112.06,172687.01,29.0,728,96.3,PO-2024-629510
29327,485,7,3,5645,131.48,742227.97,28.0,511,93.2,PO-2024-653070
29328,376,10,12,5599,600.16,3360309.81,19.0,409,93.6,PO-2024-803530
29329,382,11,13,3447,169.61,584652.81,18.0,411,97.3,PO-2024-139621
29330,686,9,2,4396,733.23,3223266.48,27.0,709,94.1,PO-2024-930700
29331,262,12,8,5796,108.29,627653.98,30.0,302,96.4,PO-2023-924898
29332,163,18,3,617,159.42,98361.91,28.0,201,98.6,PO-2023-139788
29333,273,3,7,4812,24.74,119037.46,17.0,315,96.3,PO-2023-576529
29334,535,17,2,5796,632.3,3664791.39,30.0,566,99.1,PO-2024-418966
29335,87,20,13,1805,97.42,175834.85,22.0,127,97.2,PO-2023-117631
29336,579,13,11,1795,257.53,462260.56,33.0,615,97.8,PO-2024-961186
29337,557,3,12,2203,167.87,369806.85,18.0,577,96.0,PO-2024-170015
29338,675,12,5,678,733.23,497128.0,31.0,701,94.0,PO-2024-919972
29339,527,14,4,4811,77.68,373731.39,30.0,559,99.3,PO-2024-528552
29340,477,7,1,1674,131.48,220104.45,31.0,494,94.0,PO-2024-465919
29341,123,1,12,3204,292.0,935570.1,20.0,167,97.6,PO-2023-938889
29342,404,9,10,5417,556.21,3013010.03,19.0,434,99.2,PO-2024-923681
29343,407,20,10,3903,81.68,318786.47,20.0,420,93.3,PO-2024-958024
29344,189,13,2,1824,212.35,387325.78,31.0,205,93.9,PO-2023-225514
29345,690,9,13,2157,733.23,1581570.92,20.0,729,95.2,PO-2024-189110
29346,196,18,12,503,158.31,79634.44,17.0,239,96.0,PO-2023-234281
29347,47,5,10,3281,282.73,927636.25,16.0,87,94.4,PO-2023-225311
29348,579,19,5,5129,149.34,765928.95,32.0,601,97.4,PO-2024-685915
29349,531,1,7,3557,232.27,826175.69,19.0,567,94.5,PO-2024-242982
29350,621,4,9,3485,544.11,1896226.74,29.0,651,98.9,PO-2024-237458
29351,436,12,9,5042,514.66,2594898.77,28.0,473,93.2,PO-2024-484865
29352,628,7,12,121,255.05,30861.23,21.0,639,93.5,PO-2024-820710
29353,125,22,8,4865,272.53,1325896.37,30.0,139,95.1,PO-2023-480180
29354,40,3,8,2435,197.91,481919.82,31.0,77,99.2,PO-2023-644935
29355,704,16,6,2237,800.44,1790595.55,20.0,724,96.7,PO-2024-979084
29356,275,19,10,2505,184.04,461014.0,23.0,298,98.4,PO-2023-939349
29357,507,8,5,532,33.84,18002.66,31.0,546,96.4,PO-2024-805718
29358,259,16,3,3309,88.35,292347.45,29.0,290,95.7,PO-2023-682534
29359,669,4,10,4611,334.41,1541975.69,21.0,700,97.4,PO-2024-628247
29360,433,20,3,5932,75.57,448309.88,30.0,445,95.3,PO-2024-551227
29361,272,5,8,5890,35.34,208146.44,30.0,283,97.0,PO-2023-444344
29362,417,10,6,5909,387.66,2290712.4,20.0,450,94.7,PO-2024-287898
29363,647,11,7,3978,105.12,418192.59,20.0,675,95.2,PO-2024-130112
29364,426,16,1,4456,419.88,1870998.28,31.0,467,95.5,PO-2024-575023
29365,117,20,4,3030,106.55,322847.02,30.0,155,95.4,PO-2023-738340
29366,34,6,9,2535,373.21,946081.88,28.0,55,98.8,PO-2023-839175
29367,697,20,1,3655,107.67,393536.93,32.0,724,97.9,PO-2024-242674
29368,75,16,8,3642,541.23,1971145.76,27.0,96,95.6,PO-2023-397955
29369,476,3,4,5670,102.27,579840.38,30.0,491,94.4,PO-2024-698005
29370,335,9,7,3621,414.75,1501799.87,19.0,375,97.6,PO-2023-966823
29371,164,9,9,1627,542.78,883110.93,30.0,206,95.4,PO-2023-264444
29372,167,18,13,1779,159.42,283607.53,18.0,192,94.6,PO-2023-174321
29373,110,5,10,3963,236.79,938383.68,19.0,134,95.9,PO-2023-319802
29374,69,6,13,2913,285.76,832433.83,20.0,92,93.6,PO-2023-207076
29375,71,14,7,5003,93.09,465734.23,20.0,82,93.8,PO-2023-224860
29376,347,19,13,5627,94.75,533121.98,19.0,380,97.4,PO-2023-812146
29377,438,18,6,4949,151.16,748081.89,18.0,481,95.2,PO-2024-472434
29378,729,5,12,1437,320.18,460086.45,20.0,731,97.4,PO-2024-127354
29379,122,12,13,5020,695.95,3493684.93,21.0,156,93.7,PO-2023-712981
29380,154,2,10,125,150.57,18820.06,21.0,164,95.1,PO-2023-623828
29381,693,17,3,987,837.48,826593.19,29.0,727,94.5,PO-2024-871338
29382,532,9,7,2029,553.58,1123225.06,21.0,555,96.6,PO-2024-635709
29383,146,22,10,3269,272.53,890926.04,17.0,157,98.8,PO-2023-970812
29384,435,5,8,5208,167.95,874682.31,32.0,475,95.2,PO-2024-266343
29385,337,7,9,3127,121.81,380912.76,29.0,348,93.9,PO-2023-767426
29386,32,16,2,4482,706.84,3168051.03,32.0,54,99.1,PO-2023-941898
29387,582,18,5,2194,192.0,421250.45,29.0,615,95.1,PO-2024-968328
29388,173,18,3,3004,159.42,478896.59,30.0,187,97.8,PO-2023-127615
29389,465,18,7,5640,131.48,741570.55,21.0,505,97.2,PO-2024-779626
29390,369,5,6,3311,281.01,930411.33,21.0,390,93.7,PO-2024-368477
29391,499,17,11,5017,538.4,2701151.11,31.0,510,95.7,PO-2024-108973
29392,125,9,5,1663,695.95,1157370.13,28.0,156,96.0,PO-2023-353318
29393,380,12,1,5937,861.1,5112355.73,29.0,423,96.8,PO-2024-651671
29394,467,8,6,4971,32.14,159756.82,21.0,499,96.0,PO-2024-878406
29395,321,22,6,5772,205.58,1186634.99,20.0,342,98.0,PO-2023-307575
29396,142,6,4,3144,299.79,942548.33,29.0,180,95.5,PO-2023-562388
29397,239,7,5,5734,129.8,744299.01,29.0,253,93.7,PO-2023-600651
29398,345,7,9,805,121.81,98060.37,31.0,356,97.2,PO-2023-537541
29399,564,14,13,5719,103.12,589730.92,19.0,578,98.1,PO-2024-676850
29400,455,11,4,4509,101.37,457088.77,30.0,491,97.5,PO-2024-582288
29401,428,9,10,1094,514.66,563034.36,22.0,472,95.1,PO-2024-409642
29402,464,18,7,1375,131.48,180790.69,18.0,477,98.0,PO-2024-953429
29403,605,3,13,1440,149.34,215039.52,17.0,647,95.4,PO-2024-166102
29404,480,19,2,4491,102.27,459270.39,29.0,506,93.7,PO-2024-637365
29405,703,2,10,4661,272.15,1268479.06,20.0,723,97.5,PO-2024-285474
29406,178,19,7,663,124.0,82206.73,23.0,221,96.2,PO-2023-812941
29407,680,7,5,5327,215.35,1147189.95,33.0,714,97.8,PO-2024-789837
29408,85,6,3,1883,285.76,538095.76,27.0,99,96.0,PO-2023-223120
29409,493,16,11,5762,384.57,2215912.06,28.0,526,99.3,PO-2024-587978
29410,417,15,7,3655,41.75,152586.75,21.0,458,94.5,PO-2024-442554
29411,639,3,7,2157,198.38,427888.06,20.0,664,97.8,PO-2024-214848
29412,59,12,13,2469,866.38,2139098.48,20.0,97,96.8,PO-2023-956577
29413,423,19,12,1719,127.06,218415.65,22.0,448,96.0,PO-2024-793625
29414,637,12,1,3182,868.39,2763211.09,29.0,667,93.3,PO-2024-278451
29415,357,19,7,1326,94.75,125629.95,22.0,386,96.6,PO-2023-360950
29416,467,11,4,1406,88.18,123978.77,30.0,484,98.4,PO-2024-311250
29417,51,10,12,4946,603.83,2986610.82,19.0,63,98.5,PO-2023-521448
29418,37,4,5,5002,542.85,2715357.22,31.0,77,93.6,PO-2023-197467
